time_min,reactor_temperature_K,coolant_temperature_K,feed_temperature_K,reactant_concentration_mol_L,product_concentration_mol_L,feed_concentration_mol_L,feed_flow_rate_L_min,cooling_duty_kJ_min,reaction_rate_mol_L_min,conversion_fraction,heat_transfer_UA_kJ_min_K,residence_time_min,event,regime,fault_active
33.0,365.0703922999932,298.5441706013878,350.0265032352801,0.26241925369752167,0.7362543192874262,1.000196776096657,100.12307927131262,3323.7451457309967,0.7367177128293204,0.7362578976162582,49.994122891633594,1.000829519042024,normal,normal,0
34.0,364.84909564791724,298.46761578230104,349.92589073012783,0.2599895254320497,0.7354926537279449,1.0007494338997278,99.95726739004262,3323.8545014653264,0.7369328272973212,0.7378377365204456,49.99654310326369,1.0013535858895695,normal,normal,0
35.0,365.0149825599181,298.49032828593073,349.9702799823901,0.26128134151834853,0.7351656529322034,0.9996419833119256,100.12053775290678,3324.2009039638547,0.7359334690706826,0.7368906811810639,49.94797280304212,1.0004746970884633,normal,normal,0
36.0,364.99629818988376,298.4404382498058,350.0464148495784,0.26260551993723547,0.735686128635991,0.9989302475887103,99.90185750849686,3323.847051652202,0.7364010219408215,0.7368156409958339,50.01809609269644,1.0013206616555281,normal,normal,0
37.0,364.97862500230036,298.45794878069154,350.0533611208286,0.2630254791942186,0.7381491772145017,1.0003833771131825,99.9803293704695,3323.800005115295,0.7372485486229594,0.7385542690766893,50.003469056756636,1.000160190593317,normal,normal,0
38.0,365.0914898435051,298.4893380612378,350.0166535186309,0.2634925570349701,0.7369395110102855,0.9991666311940506,99.76156487600366,3323.1702300425814,0.7360135445869224,0.7360099734081598,49.98534042066756,1.0019372311624295,normal,normal,0
39.0,365.09328430506304,298.4833644014837,350.01738542262257,0.2629284338086432,0.7360344030797712,1.0001853256494153,100.09287566754631,3323.5819792875127,0.7368792226046216,0.7353190106106888,50.000316953118116,1.0025976737265958,normal,normal,0
40.0,365.02212895307554,298.6029944507389,350.00457600890866,0.26441708211489784,0.736368908736508,0.9998295924188358,99.88307764049118,3323.7550177525886,0.7361069911445556,0.7371196687644103,50.0542643502223,1.0003665314072372,normal,normal,0
41.0,364.98091744636514,298.5539106276455,349.98456634722265,0.2649553538303111,0.7337008577315638,0.9996643926318813,99.7013782007314,3323.2564846109185,0.7369877410467196,0.7373431518398583,49.96402598833576,0.9984974965439591,normal,normal,0
42.0,364.76623999506296,298.50393050962424,350.1210207506124,0.26420981412874384,0.7356031538493772,1.0004650802095003,99.76585624705083,3323.5405200127966,0.7364771541746552,0.7363564116266307,50.039540306084504,1.0003446452262361,normal,normal,0
43.0,365.05649892153684,298.4965898197633,350.0448907704205,0.2660057530904786,0.7349824280514805,0.9991123043442854,100.20036765044803,3323.553384313996,0.736994601564215,0.7359951166190652,50.07275227881354,1.0001314858168056,normal,normal,0
44.0,365.02336120390913,298.60915987537504,349.9819114761278,0.26215499757156047,0.7357604729725096,1.000452333950643,99.76513613917292,3323.7483139132496,0.7362137132846768,0.7375811319452856,49.880286984754974,0.9992134342248958,normal,normal,0
45.0,364.8674920352689,298.4895352312724,350.01238329505543,0.26330170297324496,0.7360493907351584,0.9998408151286199,100.03050823609298,3323.3260051283655,0.7367085615906853,0.7370921230589659,50.01925189688281,1.0005565334427513,normal,normal,0
46.0,365.02586074257573,298.63253342838533,349.9956452914474,0.26311335912476086,0.7352957246772011,0.9989677373294221,99.81332923185984,3323.3461776348045,0.7363944829200325,0.736760311176235,50.00255710292761,0.9992344647225703,normal,normal,0
47.0,365.07392904327907,298.56768879503124,349.9920175846289,0.26259768034955416,0.7372455873146935,1.0001879735874861,99.78278091108774,3323.542810773068,0.7365248780411816,0.735523250646961,50.009492169641874,0.9985451775147423,normal,normal,0
48.0,365.1086008479901,298.59306251620393,349.98737413328485,0.2641249665037419,0.7328053320543167,0.9988436523397347,99.95593316197719,3323.284013896553,0.7367033753524651,0.7384175115337647,49.94116926402854,0.9991625365959148,normal,normal,0
49.0,365.0203568309243,298.61117154871783,349.938881284373,0.2639557839668556,0.7391497184928245,0.9983482408518207,99.80783961897312,3323.4393593567165,0.7362072641834326,0.7372303715043584,50.01208298599104,0.9982250379403579,normal,normal,0
50.0,365.0425877857111,298.50169806070494,350.06372236084707,0.2626430178676217,0.7354606779030697,1.0005411316108046,100.11443897235054,3323.6510222612983,0.7357392924256656,0.7369536352676512,49.94828459741628,1.0002352761115882,normal,normal,0
51.0,364.88730951885685,298.5528510295239,349.9596700547846,0.261662381172063,0.7374843970572699,1.0002416445216769,99.90790347979106,3323.896462289359,0.7362355792610507,0.7364457745265172,50.01344567238393,0.9993803340658713,normal,normal,0
52.0,365.0387677142266,298.5038287563323,349.9794180838892,0.26563202601392927,0.734851058867007,0.9975872196690705,100.24164054925178,3324.166103841354,0.7362482044183145,0.7344750999051556,49.9844758011902,0.9997137770501593,normal,normal,0
53.0,364.9857659024118,298.4748015230042,350.0289780571238,0.2643763600247347,0.7341687926084655,1.000699196731695,100.30790274729188,3323.567434312774,0.736274016981079,0.736268397823787,50.03076283834843,0.9982693283944928,normal,normal,0
54.0,365.0140067405036,298.5109207281187,350.0923912506478,0.26332971205851685,0.7389108602574549,0.998896259302218,100.08808887502042,3323.600427999626,0.7360601159503629,0.7365864249554126,50.06062594184158,0.9996762082957134,normal,normal,0
55.0,364.8654055265443,298.5295415880434,349.9548788452604,0.2630786819298316,0.7362854250076448,0.9982943477839845,99.7576512491019,3323.6376571644114,0.7361975664263752,0.7338430623203521,50.039242201830405,1.0002723697552742,normal,normal,0
56.0,364.9435696781405,298.46455674235835,350.04179039481573,0.26411730857247057,0.7399806207853962,1.000420188598725,100.05815547118931,3323.4723385750804,0.736732399176737,0.7370318025626182,50.06258625042826,0.9994786770813627,normal,normal,0
57.0,364.9657732060416,298.50642393159615,350.03954008605893,0.2658418155541855,0.7357174853665356,0.999575226272207,100.04711158358047,3323.449895311765,0.7367856513976113,0.7341539688156405,49.958664747654154,0.9992175836660385,normal,normal,0
58.0,364.81491149881964,298.4821800527286,349.9542421942077,0.2632934623195549,0.7380743295361574,0.9997549393488093,99.84537794195933,3323.4946616078714,0.73682373344781,0.7354289218825519,49.95447125580393,1.0005585489592743,normal,normal,0
59.0,364.98275841192253,298.56272096152725,349.9993176604102,0.26464838641916805,0.7348514918819053,0.9999879153492117,99.96839649784553,3323.2027559784347,0.7357779905273574,0.7370898580882409,49.9824523808891,0.9989777197183527,normal,normal,0
60.0,364.9927346644661,298.58673413733413,349.8859631077314,0.2613516206922028,0.7350190916100993,1.0014611788667203,100.0423880474379,3323.6966185577826,0.7359467082001208,0.7352838853976718,50.022390685836136,1.0000582743309354,normal,normal,0
61.0,365.0442814793059,298.5209375008173,350.01390718632274,0.2638343702352029,0.737569459475782,1.0008070082819445,99.75701920084123,3322.941249032816,0.7368029288039075,0.7375905334854167,49.94896884902433,0.9981401645934543,normal,normal,0
62.0,365.0082635336015,298.5768523936116,350.0898797261217,0.26437218456802225,0.7358446867452515,0.9991068693784151,100.00171769375059,3323.426697105372,0.7359957172436751,0.7384510174409932,50.089258420103604,1.0011360486835554,normal,normal,0
63.0,364.92663582490763,298.57305140124146,350.03198132047487,0.26426204317982044,0.7382762731570514,1.0006353711428613,100.11100213544564,3323.6593976561317,0.7365376359127136,0.7346181641267715,50.004181053870525,0.9994438080411508,normal,normal,0
64.0,364.89788345123094,298.61438305411076,350.08644976704426,0.26563749104380446,0.7367841599819227,1.0013506251209527,100.00180797709028,3323.5496245540457,0.7359635448581872,0.7367983311611378,50.00301929642122,0.9986973478831656,normal,normal,0
65.0,364.9961455142429,298.5262981547298,350.0898780583322,0.2649403653653328,0.7364181227860744,1.0002487873098012,100.00663185671563,3323.447104017084,0.7359676146135351,0.7362499027498304,49.962695087167376,0.9987496844610768,normal,normal,0
66.0,365.0411128818425,298.54984083313354,349.9106646244316,0.2634153641213709,0.7378941610012363,1.0010592237388962,100.15387552643278,3323.506605128816,0.7360622685461943,0.7353169100950284,50.01723024523752,1.0003792800343652,normal,normal,0
67.0,365.1031781830008,298.5852707071609,349.99338856717344,0.2617333889911238,0.7359216422950686,1.0002172311948105,99.96968751319159,3323.3515249444104,0.7365011636857357,0.7358963444491743,49.96859669581373,1.0003114528343033,normal,normal,0
68.0,364.9680114921505,298.542471420882,350.0136602011426,0.26189082876360614,0.7356781660489584,1.0014377769399165,99.82568807308985,3322.966071244144,0.735655032640807,0.7364291376813331,50.00154586390163,0.9998823891445748,normal,normal,0
69.0,365.0972874898048,298.39661972494724,350.01979669372156,0.26594237331861637,0.7347081128367515,0.9996201934882101,99.8870662124157,3323.2709563328867,0.7362690474883752,0.7378272692677735,50.091869333774376,0.9996640607749598,normal,normal,0
70.0,365.1525405816606,298.53203593626614,350.08768455133503,0.2634604861325971,0.736596152631992,1.000365474472643,100.47682805190513,3323.706753999639,0.7361164558281224,0.7373685637631985,49.981908373145785,0.9995102498170988,normal,normal,0
71.0,365.0728091335282,298.5318075151051,350.0139287957256,0.2636216053944622,0.7369042471282439,1.0004249658974362,99.70945496009419,3323.6600326181688,0.7360063814132303,0.7349570733027764,49.997079437807066,1.0000839810033144,normal,normal,0
72.0,364.9446273380161,298.5718015452445,349.93289124168143,0.2629903853129416,0.7355218878615001,0.9999534127296607,100.04182964269708,3323.240920703634,0.7366887484813718,0.7364622014322343,49.9054026873344,0.998041408559603,normal,normal,0
73.0,364.99911060893606,298.51919841942185,349.99482899432127,0.2635589813817508,0.7367373846927192,1.0009476496098484,99.83333426486237,3323.199475454736,0.73596157159713,0.7366879616006226,50.062247368932326,0.9995686605617605,normal,normal,0
74.0,364.79994971515134,298.4450444376502,349.9583481638602,0.2627644987317866,0.7357863249960886,1.0000385811229808,99.95323805037663,3323.754415997804,0.7361283715292106,0.735536589977495,50.023943776926025,0.9984643579300739,normal,normal,0
75.0,365.03125170626396,298.53536939142475,349.99262787550407,0.26598362876892423,0.7354654742238577,1.002060298170524,99.96618528261578,3323.1724777687546,0.7364266372400462,0.7353225401914809,49.962412207609326,1.0003970333000154,normal,normal,0
76.0,365.0445146481314,298.49913116617984,350.0493702572523,0.26533758540702235,0.7385531288648542,1.0005294134071256,100.20451430681285,3323.0212268853484,0.7362714108520632,0.735531670973686,50.00596129305637,0.9994285507808033,normal,normal,0
77.0,364.98676806319656,298.62434635746195,349.991514010179,0.2642221094038329,0.7360501750770662,1.0000757132879567,100.00090250206541,3323.6032348715325,0.7368646104630202,0.7380459730695558,50.015481004095456,1.0005895468860355,normal,normal,0
78.0,364.9079849312145,298.5258420825713,350.0470144732442,0.2649004605674569,0.7367159069893613,1.000886393959568,100.07361500634907,3323.7909851774302,0.736514154121997,0.7360427940745977,50.016792062846655,0.9970694056241473,normal,normal,0
79.0,365.03067907471325,298.34781375261656,349.9138268296297,0.2642792378046196,0.737114709102692,0.99883757121986,99.89318469371815,3323.8333263434097,0.73620473013133,0.738641335409195,49.999904007341186,1.0004080361768812,normal,normal,0
80.0,365.1293929287967,298.5367843907796,349.94988280096544,0.2634370625905257,0.7363449301276478,0.9986352583477984,99.96162518929887,3323.3049490738454,0.7367680242869951,0.7364329581061182,49.98586021254262,0.9998938180693774,normal,normal,0
81.0,365.01788806693287,298.56107253486175,349.95001438856656,0.2620393337789834,0.7380553035951884,0.9995876631277952,99.78747368611047,3323.6012772065005,0.7365835748639419,0.734867569514828,50.01147408577318,1.0007355830924283,normal,normal,0
82.0,365.02998506525444,298.5618297949464,349.92978654509545,0.26409833014436235,0.7359443004489262,0.9995172098412753,100.13058334141296,3323.8599900456497,0.7371159267052925,0.7377130379596379,49.99451329091849,1.0003527201630262,normal,normal,0
83.0,365.06137625292865,298.5362886982916,350.00653820939556,0.2648374484718192,0.7363092572569562,0.9992707130636264,99.93782904012463,3323.648508712398,0.736399332294975,0.7367383912028633,50.03350396211011,0.9996251585371024,normal,normal,0
84.0,365.0605269877473,298.5491710164303,349.93825934565444,0.26576531943600096,0.7356470206351429,0.9983449046568148,99.84324344356206,3323.234651129809,0.7364189667072552,0.7361242872452322,49.98315840161797,1.0006197019654826,normal,normal,0
85.0,365.02721419457555,298.5460305762298,350.0204914228664,0.2645261028769155,0.7332361691124216,0.9996355617477355,99.67296849032658,3323.4988141308286,0.7363962084998183,0.7374436313998775,50.05938171963606,1.0002027750482523,normal,normal,0
86.0,364.95999266038837,298.5544855355343,349.9736041181338,0.26359984678458165,0.7378772687136944,0.9994422286540106,100.12085179588638,3323.6590536758285,0.736016115747827,0.7373719583664706,50.03492831726857,1.0001019258873727,normal,normal,0
87.0,364.93903338261214,298.4872664102925,349.97311687115484,0.2644158581364202,0.7349645958074157,1.0004375122486198,99.81373667066823,3323.438610255547,0.7364418666559222,0.7388431637035766,49.931134217223985,1.0014720145664902,normal,normal,0
88.0,365.01200436255806,298.55078536186863,350.0059173956694,0.2642690840771292,0.7361674784936204,1.0014540501814575,99.9315293283663,3323.7725688166065,0.736140226526076,0.7363377543037624,49.946401872385486,1.0004550237203476,normal,normal,0
89.0,365.11562546923733,298.5263576327757,349.9901557150648,0.2619300921635487,0.736054043411521,0.9984072057402785,99.86306830199217,3323.5461940573487,0.73692556876399,0.7392071932530789,49.97067074574645,1.0014353001566454,normal,normal,0
90.0,365.01951370796564,298.52266330025265,350.0216297225863,0.26369491517391425,0.736563553140024,0.9995916668371734,99.79028355103017,3323.103485046547,0.7366592341653476,0.73612125946152,49.97019555501719,1.0000085056267232,normal,normal,0
91.0,365.0636067478136,298.5392430898506,349.96719725316797,0.26544149920935495,0.738766718478591,1.000494556655323,100.14604952670162,3323.7998537432572,0.7368499650276962,0.7370120394012312,50.02991735235374,1.0005196605733464,normal,normal,0
92.0,364.9122238306901,298.5652607123077,349.93220930144366,0.26241017730316646,0.738353271115858,1.0008402201626942,100.22310974345288,3323.421395913534,0.7359370084616723,0.7361574863170757,50.00510156486203,1.00007898871634,normal,normal,0
93.0,365.0907040565965,298.5121608778818,350.01760172359013,0.26211915154997256,0.7370733836429412,1.0000031085501857,99.88752799925732,3323.4303036176566,0.7363242224923392,0.7361277525965384,50.088567062113384,0.9999015539976921,normal,normal,0
94.0,364.98049688876824,298.4253515576698,349.95528963240105,0.26320749595374077,0.7353691148953097,1.0013817075933777,99.97525933369057,3323.811334663936,0.7364225629072033,0.7364351217459963,49.99556017761437,1.0000037962516215,normal,normal,0
95.0,365.1375112473751,298.414243322789,349.89992271277805,0.26278736211684983,0.7364196734594725,1.000690104424764,100.07096307970411,3323.3931279220055,0.7368054878150545,0.7374280770397187,50.009202891563575,1.0009626575724868,normal,normal,0
96.0,365.02181844933506,298.5021494606697,350.03489084195,0.2637680489703009,0.7363998804836989,1.0014729535721896,99.63236918071898,3323.134739770042,0.7359230330766454,0.7360346100659985,49.9872695915117,0.998492674352227,normal,normal,0
97.0,364.9211934373735,298.4871813605915,350.12287120460377,0.26630475182127855,0.7357802369738151,0.9996364167096932,99.82761940042175,3323.012099168729,0.7363510998361661,0.7354000091170981,49.9957574734169,0.9983997941509565,normal,normal,0
98.0,364.93904745652515,298.5376546505978,350.0183104798892,0.264228355672127,0.7344171187897506,1.0008546857301355,99.87996824550972,3323.6473203465157,0.7363935888711777,0.735021464766908,49.98419011477094,1.0003653637420638,normal,normal,0
99.0,365.0490420575333,298.5231737417499,350.07658894453004,0.26511342165511137,0.7360128633267689,1.0007501218121369,100.29006902277823,3323.979205673856,0.7359066377339955,0.7354713113902113,50.07424593933669,0.9989417189491624,normal,normal,0
100.0,364.8942010173654,298.5059132747608,350.0210113354737,0.2634485671492376,0.7354219923602374,0.9993257875382755,99.89314944033809,3323.269188929484,0.7373104844788544,0.7366953488620314,50.044337952720234,0.9995109225318811,normal,normal,0
101.0,364.98512729336545,298.4945451978754,349.86741458325406,0.26153515447947406,0.7336819035852834,0.9977502162220484,99.82069615385528,3323.8202854496662,0.7363800509018892,0.7376883953675754,50.02054912884504,1.000782558825715,normal,normal,0
102.0,364.9279316517185,298.5564203346367,350.03643571170375,0.26273720301373904,0.7372371366038346,1.0005661877585748,99.91756710683049,3323.2083391127203,0.7359241694316228,0.736484331589832,50.01635049343947,0.999207474169542,normal,normal,0
103.0,365.00212987313915,298.55874952464904,350.03090953573326,0.26592999902339187,0.7383132924050889,0.9989987085672435,100.25253793143071,3323.356274523409,0.736815765875142,0.736465807782843,49.97939253107715,0.9981923031402251,normal,normal,0
104.0,364.98627755931716,298.45225340903147,350.0483649617921,0.26587737210752616,0.7352024503942376,1.0003019707425194,99.8911912716988,3323.331886284352,0.7367076108318648,0.7363592786163393,50.08698240209655,0.9995177675212971,normal,normal,0
105.0,365.0799493275117,298.5350931772631,350.0397889004872,0.262931450488286,0.7363234747693916,0.999884501120701,99.87459143277313,3323.6545160985734,0.7366579088428442,0.7369913677206247,50.076848282695885,1.0014493448012363,normal,normal,0
106.0,364.9700065809831,298.5488750597674,349.9688199655371,0.26363722340013496,0.7354981854003586,1.001620070309136,100.05455472255144,3323.434478334242,0.7368752535075695,0.7342271941642414,49.89929487025674,1.0007958386552198,normal,normal,0
107.0,365.0048393941424,298.5427447089363,349.9336801948341,0.263567343008338,0.7394030705409885,1.000824199619796,100.02545598177142,3323.379212740959,0.7362399742290654,0.7342686085361865,50.01288202104606,1.0008454831084819,normal,normal,0
108.0,364.87395216420526,298.49715149213,349.94212676838833,0.2621541695447548,0.7364780261032651,0.9979155978450115,100.09214056575355,3323.677432449162,0.7362973599956506,0.7339170951530476,49.95017906869988,1.0012329019341026,normal,normal,0
109.0,364.7777619857366,298.5128461055956,349.9409999610766,0.2648090542263528,0.7353851302978093,1.0004039540207357,100.08481906287537,3323.9480190594136,0.7363166222500056,0.736773845595647,49.925747226043626,1.0011904135632936,normal,normal,0
110.0,364.93916065498007,298.5021845226941,349.99888761025755,0.2612578744260504,0.7367409540993333,1.000967466272925,100.0439400735246,3323.0917322053197,0.7363482733739387,0.7371398279589193,49.906100561701706,0.9989252339861823,normal,normal,0
111.0,365.070124701911,298.54372696767064,350.0205985791063,0.2663914450861722,0.7371006262930219,1.000657888010433,100.40661182908275,3323.4354997416617,0.736078642161636,0.7368255935235098,50.02194955146945,0.9994732846080538,normal,normal,0
112.0,364.9174093189613,298.6457143862297,350.0163421735194,0.2625037765439509,0.7377716908373653,0.9998908548484386,99.96206778305232,3323.6295139880017,0.7358810407888835,0.7367504225878632,50.09564774038659,1.0004661776621973,normal,normal,0
113.0,364.9699039937142,298.5048668735232,349.97948300133277,0.263221262160232,0.7358310840235587,1.0009163114410746,99.74001863451865,3323.704441236216,0.736245917715891,0.7367747416083917,49.94365060448996,1.0013286310668494,normal,normal,0
114.0,365.09965165484374,298.5782016343671,349.92426226121034,0.2648458891623007,0.737005075075752,0.9983947287528674,99.99635539243438,3323.58007111978,0.7366202212567936,0.7365750538112472,50.01456157084237,1.001473611392253,normal,normal,0
115.0,365.09808347788123,298.3868693347242,349.9841280722581,0.2633552322473919,0.7337696433522017,1.0000941830582324,100.18731366586158,3323.2172921688516,0.7365323504721031,0.7354819677339958,49.96640439881602,1.00147739363417,normal,normal,0
116.0,364.95659605636394,298.55333268467496,349.90643909419697,0.26639568622768633,0.7373017687838659,0.9998175001573497,100.08633197649998,3323.1364762301855,0.7368708014376693,0.7360738053389095,49.98979652424758,0.9995083443850346,normal,normal,0
117.0,364.95354849593446,298.5649555703472,350.0127953425052,0.2645798330596569,0.7363845971182194,1.0005131998110772,99.93717268841124,3324.046361379769,0.7357706160914435,0.7376587264760107,50.068395372536045,0.9991478411940344,normal,normal,0
118.0,365.1783424308724,298.5799965363168,350.04855695034115,0.26364424499495065,0.7360719490482605,0.9997905911729604,100.05857958944793,3323.8392225616776,0.7364703131685963,0.7354863446624508,50.04122135311925,1.0009211507463949,normal,normal,0
119.0,365.0523732450452,298.56749695285987,349.9864535934921,0.2622087287390244,0.7350954973643187,0.9983645367515421,100.03554229173189,3323.468061565982,0.7362217916994738,0.7334421686859347,49.93763412651529,1.0011208406514032,normal,normal,0
